Month,DayOfWeek,DepHour,IsWeekend,Distance,IsDelayed,Airline_Encoded,Origin_Encoded
2,1,13,0,888.0,0,18,7
2,2,18,0,296.0,0,17,23
7,5,10,1,247.0,0,15,23
5,2,18,0,394.0,0,5,5
2,1,7,0,198.0,0,4,23
7,6,8,1,764.0,0,2,23
5,3,17,0,282.0,0,20,10
7,4,11,0,507.0,0,3,29
7,2,13,0,366.0,0,7,0
4,5,9,1,957.0,1,18,23
7,6,18,1,870.0,1,18,25
7,4,10,0,1142.0,0,7,23
4,5,11,1,574.0,0,17,29
4,3,5,0,314.0,0,18,23
7,6,15,1,764.0,0,14,2
4,6,9,1,2311.0,0,1,6
7,7,12,1,753.0,0,17,23
2,5,20,1,880.0,0,2,4
5,7,8,1,1182.0,0,3,22
4,4,10,0,451.0,0,17,28
2,3,7,0,1009.0,0,1,23
7,1,15,0,328.0,0,3,23
7,5,5,1,862.0,0,20,16
4,6,8,1,1120.0,0,19,22
4,3,13,0,264.0,0,9,23
4,1,11,0,305.0,0,18,23
4,1,14,0,1226.0,1,18,23
2,1,18,0,281.0,0,4,5
2,7,9,1,1069.0,0,20,23
4,4,15,0,277.0,0,11,10
2,2,18,0,1597.0,0,20,13
2,5,17,1,120.0,1,17,9
2,2,17,0,1389.0,1,19,8
7,7,7,1,719.0,1,20,22
4,4,6,0,335.0,0,16,23
4,1,14,0,954.0,1,17,16
7,7,21,1,583.0,1,3,8
4,5,21,1,459.0,0,2,19
7,7,13,1,808.0,0,3,23
4,1,22,0,414.0,1,20,28
5,4,12,0,1874.0,0,20,27
7,7,20,1,399.0,1,18,23
4,4,17,0,554.0,1,7,0
7,6,15,1,187.0,1,14,3
2,7,8,1,1024.0,0,20,7
7,4,9,0,1476.0,0,20,7
7,3,17,0,1440.0,1,18,25
4,3,18,0,748.0,0,17,23
2,5,6,1,196.0,0,5,23
7,5,19,1,587.0,1,3,23
7,5,15,1,1849.0,1,3,25
7,2,13,0,917.0,0,2,23
5,3,20,0,299.0,0,9,22
5,4,16,0,237.0,0,5,23
7,7,7,1,1416.0,0,20,17
4,5,17,1,152.0,0,8,23
7,1,7,0,325.0,0,17,22
5,1,7,0,1592.0,0,18,23
5,6,8,1,2446.0,0,20,18
4,7,17,1,1065.0,1,14,11
5,3,12,0,2475.0,0,7,14
5,5,11,1,1011.0,0,20,22
7,5,13,1,261.0,0,17,25
2,7,7,1,1075.0,0,2,23
2,4,15,0,666.0,0,7,24
2,5,15,1,201.0,1,17,23
7,1,16,0,628.0,1,20,7
4,2,20,0,577.0,1,18,4
2,6,8,1,1102.0,1,14,23
5,3,10,0,867.0,0,3,3
4,1,11,0,323.0,1,9,23
2,5,16,1,679.0,0,20,27
7,4,13,0,823.0,1,17,23
7,2,10,0,184.0,0,14,17
2,4,22,0,399.0,0,3,6
7,5,11,1,1189.0,1,14,18
7,3,11,0,820.0,0,20,23
5,1,19,0,230.0,0,17,7
4,3,12,0,224.0,0,3,13
2,6,16,1,854.0,0,20,13
7,6,6,1,721.0,0,18,0
2,2,7,0,1440.0,0,3,22
5,4,16,0,695.0,0,17,2
5,7,6,1,259.0,0,18,23
5,7,6,1,288.0,0,20,23
7,4,8,0,353.0,0,18,23
5,4,21,0,187.0,0,14,3
5,6,6,1,1587.0,0,7,25
2,5,18,1,175.0,0,5,5
5,1,12,0,328.0,0,5,2
7,2,7,0,868.0,0,17,23
4,3,22,0,405.0,1,16,6
2,7,13,1,416.0,0,0,22
7,4,9,0,1660.0,0,1,8
5,4,18,0,648.0,0,8,17
7,4,22,0,575.0,0,17,29
7,5,17,1,646.0,0,20,23
5,3,7,0,907.0,0,7,21
7,4,6,0,1481.0,0,7,29
7,7,7,1,338.0,0,3,23
5,4,22,0,331.0,0,3,5
4,6,12,1,444.0,1,7,23
5,5,21,1,2174.0,1,3,20
4,1,19,0,867.0,0,14,3
5,3,15,0,696.0,0,1,23
4,6,20,1,1400.0,0,20,13
7,5,16,1,199.0,0,11,10
4,1,16,0,356.0,1,7,23
4,5,21,1,332.0,0,7,0
2,5,15,1,815.0,1,5,23
7,5,6,1,612.0,0,3,22
4,5,9,1,1521.0,0,3,14
7,3,19,0,833.0,1,18,25
4,4,19,0,73.0,0,20,7
4,4,13,0,820.0,1,16,10
2,6,18,1,640.0,0,5,5
4,1,13,0,290.0,0,17,29
7,1,5,0,1061.0,0,3,23
4,3,18,0,364.0,0,9,8
7,1,5,0,1107.0,0,17,27
5,4,13,0,674.0,0,7,0
7,4,22,0,177.0,0,5,5
4,4,7,0,212.0,0,17,23
5,4,16,0,1510.0,0,2,15
2,3,15,0,404.0,0,20,10
2,2,16,0,645.0,1,16,10
7,2,19,0,335.0,0,4,3
2,5,21,1,649.0,1,18,7
7,2,7,0,408.0,0,7,23
7,5,13,1,825.0,0,18,19
5,7,12,1,738.0,0,17,22
7,3,10,0,749.0,0,13,23
2,2,12,0,2701.0,0,1,23
5,2,0,0,1535.0,0,7,16
4,5,21,1,861.0,0,18,23
7,3,11,0,1069.0,0,7,7
4,3,14,0,968.0,1,15,23
7,1,13,0,534.0,0,5,23
4,5,17,1,944.0,1,14,14
5,6,18,1,368.0,1,19,15
7,3,5,0,349.0,0,18,21
7,6,5,1,1790.0,0,18,23
2,7,12,1,853.0,0,18,7
2,2,9,0,140.0,1,15,1
2,5,21,1,308.0,0,17,16
5,3,18,0,833.0,0,17,16
4,2,12,0,583.0,1,9,23
2,5,8,1,589.0,1,4,22
2,7,6,1,139.0,0,9,23
4,7,9,1,689.0,0,7,27
5,6,11,1,2417.0,0,1,23
7,3,10,0,500.0,0,7,9
7,3,10,0,689.0,0,7,0
7,1,6,0,1024.0,0,1,7
5,4,12,0,123.0,0,1,23
2,1,22,0,89.0,0,17,16
2,5,7,1,954.0,0,2,23
2,7,5,1,882.0,0,18,23
5,5,15,1,780.0,0,8,0
5,1,9,0,526.0,0,4,5
7,2,16,0,229.0,0,9,8
7,7,16,1,857.0,0,14,6
7,4,13,0,925.0,0,3,22
2,2,7,0,585.0,0,9,23
7,2,7,0,2565.0,0,1,28
7,5,6,1,541.0,1,17,23
7,4,12,0,1599.0,0,7,0
4,1,6,0,1587.0,0,18,2
5,2,21,0,147.0,0,8,0
2,4,6,0,1947.0,1,7,16
7,3,5,0,813.0,0,18,1
4,5,6,1,247.0,0,18,23
5,1,19,0,1005.0,1,2,11
2,1,10,0,425.0,1,19,23
5,3,22,0,100.0,0,11,12
5,3,16,0,1119.0,0,3,8
7,2,8,0,404.0,1,7,18
2,1,10,0,1363.0,0,19,16
5,4,18,0,557.0,0,11,23
4,4,11,0,357.0,0,8,23
4,1,16,0,846.0,0,20,23
7,5,16,1,852.0,0,7,8
4,6,15,1,199.0,0,17,21
4,3,10,0,522.0,0,17,23
5,1,12,0,226.0,1,2,23
2,4,21,0,649.0,0,18,7
7,2,8,0,1149.0,0,7,9
5,6,7,1,1242.0,1,20,1
5,1,12,0,2615.0,0,18,23
2,6,14,1,879.0,1,18,23
5,7,18,1,958.0,1,9,1
2,6,13,1,1073.0,1,18,23
2,1,7,0,561.0,0,9,23
4,4,10,0,292.0,0,16,23
4,7,14,1,430.0,0,8,23
4,5,16,1,737.0,0,15,8
4,2,19,0,1068.0,1,20,10
4,6,20,1,119.0,0,17,25
4,6,21,1,192.0,1,3,20
4,2,8,0,969.0,0,16,6
5,4,15,0,273.0,0,18,23
2,2,6,0,110.0,1,17,23
2,7,11,1,779.0,0,2,23
5,7,7,1,822.0,0,18,2
5,7,22,1,2701.0,0,1,23
4,3,18,0,696.0,1,18,23
5,5,6,1,1059.0,0,2,23
2,1,11,0,1464.0,1,17,28
5,7,16,1,214.0,0,7,0
7,7,22,1,368.0,0,10,29
2,2,18,0,862.0,0,9,23
7,5,20,1,1032.0,1,14,23
5,4,15,0,2206.0,1,14,23
2,2,22,0,77.0,0,17,28
2,4,18,0,931.0,1,7,6
2,1,11,0,83.0,0,4,5
5,4,7,0,343.0,0,0,23
7,6,9,1,137.0,0,11,23
5,7,6,1,770.0,0,10,7
4,6,13,1,212.0,0,17,23
4,7,8,1,448.0,0,8,0
7,5,12,1,292.0,0,16,17
5,4,16,0,919.0,1,18,23
2,5,22,1,91.0,0,5,5
5,5,8,1,2704.0,0,20,3
7,1,17,0,651.0,0,10,25
7,4,21,0,1089.0,0,3,20
5,7,8,1,1437.0,0,17,22
5,1,16,0,806.0,0,3,2
7,4,17,0,1069.0,1,20,7
7,5,5,1,444.0,0,18,23
4,3,16,0,602.0,0,18,23
2,7,19,1,1195.0,0,7,13
7,7,10,1,587.0,0,18,23
4,1,16,0,964.0,0,20,20
2,3,9,0,335.0,0,4,24
5,4,12,0,989.0,0,3,29
5,7,18,1,1501.0,0,7,21
2,1,20,0,816.0,0,5,6
7,5,5,1,765.0,0,14,2
2,5,14,1,2504.0,0,20,23
4,7,7,1,264.0,0,9,23
4,1,14,0,813.0,0,7,9
7,7,11,1,1028.0,0,7,23
4,2,14,0,89.0,0,9,8
5,6,7,1,577.0,0,7,4
4,2,10,0,628.0,0,18,26
2,4,5,0,391.0,0,10,29
7,1,12,0,299.0,0,6,12
4,7,20,1,371.0,0,18,23
4,6,13,1,472.0,0,17,7
7,3,21,0,815.0,0,3,5
5,5,5,1,689.0,0,7,27
4,1,10,0,1747.0,0,7,15
5,7,10,1,453.0,0,17,9
2,6,12,1,970.0,0,2,23
5,3,15,0,557.0,0,11,22
5,6,17,1,226.0,0,7,5
5,3,15,0,1020.0,0,7,21
4,5,10,1,1036.0,1,18,23
2,1,6,0,1089.0,0,3,14
4,6,22,1,406.0,0,7,0
7,2,20,0,1023.0,1,20,10
5,5,22,1,251.0,1,18,19
7,5,14,1,2454.0,0,20,10
5,7,9,1,266.0,0,11,10
5,6,7,1,1337.0,0,3,7
2,5,10,1,1297.0,0,20,12
5,4,14,0,925.0,1,20,13
2,4,14,0,612.0,0,2,2
4,4,15,0,334.0,0,17,22
7,4,10,0,668.0,0,7,9
2,6,12,1,916.0,0,20,23
4,7,11,1,1916.0,0,3,5
5,1,16,0,271.0,0,7,23
7,7,10,1,1290.0,0,20,7
7,3,10,0,826.0,0,20,7
4,6,13,1,323.0,0,0,23
5,2,18,0,264.0,1,17,23
5,2,10,0,696.0,0,13,27
4,4,20,0,460.0,0,3,5
7,4,22,0,581.0,0,19,11
7,5,19,1,1121.0,0,3,8
5,3,22,0,516.0,0,7,0
7,5,20,1,696.0,1,7,0
7,7,17,1,214.0,1,7,0
4,2,20,0,406.0,0,7,0
7,4,11,0,1124.0,1,14,21
2,1,19,0,1393.0,0,9,20
7,4,16,0,356.0,1,18,6
4,4,12,0,296.0,0,8,9
5,3,16,0,583.0,0,10,23
5,2,10,0,562.0,0,18,2
7,3,10,0,1014.0,0,17,2
7,6,19,1,517.0,1,17,13
7,3,14,0,2611.0,0,14,16
7,2,9,0,1188.0,0,3,8
5,7,15,1,636.0,1,19,9
5,2,6,0,1892.0,0,7,26
4,5,8,1,337.0,0,3,23
7,2,17,0,468.0,1,3,18
4,2,12,0,963.0,1,8,23
5,1,7,0,571.0,0,1,23
7,2,11,0,237.0,0,17,23
5,2,11,0,1107.0,0,7,25
2,6,7,1,337.0,0,1,28
7,7,13,1,331.0,0,3,6
4,3,8,0,140.0,0,9,8
2,3,6,0,282.0,0,15,23
5,3,8,0,1087.0,0,7,23
2,1,9,0,544.0,0,3,5
2,6,8,1,733.0,0,3,22
4,2,10,0,325.0,0,18,23
5,3,11,0,912.0,1,3,13
7,5,17,1,764.0,1,8,2
5,1,21,0,2486.0,0,3,23
7,5,18,1,236.0,0,20,15
7,5,14,1,910.0,0,9,20
2,1,18,0,500.0,0,9,23
4,1,19,0,1096.0,0,7,20
5,7,14,1,318.0,0,5,6
5,7,14,1,417.0,0,17,23
7,1,23,0,1990.0,1,14,29
7,1,16,0,137.0,0,9,23
2,5,16,1,672.0,1,13,27
4,7,6,1,533.0,0,10,7
2,1,15,0,1709.0,1,18,7
5,4,22,0,369.0,0,18,3
2,2,10,0,1416.0,0,7,13
4,6,6,1,388.0,0,16,23
7,5,11,1,2475.0,0,14,14
5,7,10,1,1823.0,0,7,29
2,1,15,0,728.0,0,3,5
4,4,14,0,690.0,0,5,24
2,6,12,1,143.0,0,8,0
5,3,17,0,820.0,0,20,23
7,2,20,0,675.0,0,5,5
4,5,10,1,641.0,0,3,7
7,3,13,0,349.0,1,20,23
2,3,6,0,2611.0,0,20,3
2,6,19,1,296.0,0,18,23
2,3,8,0,325.0,0,3,25
2,5,6,1,207.0,0,17,23
7,4,12,0,594.0,1,7,20
2,1,11,0,746.0,0,7,10
7,5,7,1,1535.0,0,7,21
2,5,19,1,1246.0,1,18,23
4,1,16,0,451.0,1,17,28
5,1,7,0,448.0,0,7,21
5,1,16,0,335.0,0,5,5
5,4,16,0,325.0,0,18,25
7,4,20,0,209.0,0,17,23
7,7,20,1,483.0,0,18,2
4,5,10,1,201.0,0,7,23
7,1,13,0,236.0,0,7,16
5,3,20,0,431.0,1,3,8
4,4,20,0,500.0,0,3,5
2,1,6,0,900.0,0,16,23
5,7,15,1,290.0,1,8,23
4,6,16,1,957.0,0,19,18
2,7,10,1,589.0,0,7,0
7,2,6,0,1448.0,0,1,23
2,4,22,0,177.0,1,18,18
4,2,17,0,1092.0,1,16,23
4,6,18,1,813.0,0,7,1
4,7,12,1,224.0,0,15,8
5,5,8,1,1892.0,0,7,26
7,7,9,1,224.0,0,13,27
7,7,18,1,337.0,0,17,16
4,4,9,0,896.0,1,17,7
7,5,11,1,125.0,0,17,23
7,1,18,0,888.0,0,18,17
7,3,6,0,399.0,0,18,23
2,7,10,1,1011.0,0,3,22
4,3,14,0,399.0,0,3,6
7,7,9,1,431.0,0,17,8
2,3,21,0,1008.0,1,16,10
7,5,15,1,1055.0,0,3,8
2,2,17,0,270.0,0,7,23
7,4,17,0,864.0,0,9,22
7,6,13,1,1053.0,1,18,30
2,3,6,0,100.0,0,12,23
7,3,18,0,374.0,0,15,13
2,4,14,0,776.0,0,18,7
5,3,14,0,733.0,0,3,17
7,1,10,0,1500.0,1,18,23
5,5,10,1,1062.0,0,10,23
7,5,10,1,292.0,0,16,23
7,6,23,1,1514.0,1,20,15
4,3,11,0,990.0,0,18,18
7,1,9,0,1005.0,0,3,18
5,5,17,1,1374.0,0,18,23
7,3,16,0,1744.0,0,3,16
7,1,12,0,1012.0,1,18,23
4,4,17,0,280.0,0,3,3
7,2,5,0,997.0,0,18,30
4,4,19,0,319.0,1,20,23
5,5,13,1,1167.0,0,20,10
5,5,6,1,88.0,1,17,23
7,5,22,1,113.0,0,9,8
7,7,10,1,604.0,1,18,23
4,4,18,0,895.0,1,18,7
4,2,7,0,926.0,0,15,23
2,2,19,0,629.0,0,5,24
4,7,23,1,2327.0,0,20,23
7,7,12,1,946.0,0,7,0
4,6,12,1,2469.0,1,19,16
4,2,11,0,481.0,0,5,23
4,3,12,0,813.0,0,7,1
5,5,8,1,224.0,0,13,27
2,7,10,1,921.0,0,2,23
5,3,13,0,927.0,0,10,30
7,3,8,0,760.0,1,7,14
2,3,18,0,358.0,0,18,23
5,6,9,1,1032.0,0,3,5
2,7,20,1,419.0,1,16,17
4,6,11,1,957.0,0,7,18
4,3,14,0,917.0,1,18,23
5,3,6,0,474.0,0,8,23
5,7,19,1,1491.0,1,18,4
7,2,9,0,746.0,1,7,0
7,5,13,1,1158.0,0,5,6
7,1,17,0,352.0,0,7,0
2,5,15,1,305.0,1,8,17
4,6,13,1,102.0,0,12,23
5,3,18,0,69.0,1,17,23
4,1,17,0,1124.0,0,7,3
5,4,12,0,879.0,0,18,23
7,2,9,0,371.0,0,18,23
2,5,10,1,235.0,0,4,5
7,1,20,0,509.0,0,17,25
7,7,16,1,345.0,1,18,23
2,7,6,1,882.0,0,19,23
4,3,15,0,1460.0,0,18,23
5,5,10,1,332.0,0,7,0
2,5,19,1,1258.0,1,3,20
7,3,23,0,2133.0,0,20,25
7,3,19,0,1024.0,0,20,7
4,6,14,1,216.0,1,18,13
7,6,11,1,604.0,1,3,23
2,1,19,0,967.0,0,18,4
4,6,9,1,73.0,0,17,23
7,3,11,0,468.0,1,18,23
2,5,14,1,304.0,0,9,23
2,7,22,1,297.0,0,17,21
2,7,9,1,288.0,0,16,23
5,3,7,0,1069.0,0,7,14
5,7,14,1,2614.0,0,18,23
5,3,10,0,212.0,0,4,24
2,3,12,0,598.0,0,15,23
7,6,6,1,1495.0,1,9,23
7,4,19,0,478.0,1,2,23
7,6,8,1,373.0,0,7,0
4,2,12,0,616.0,0,18,2
4,4,10,0,301.0,0,14,23
7,3,18,0,899.0,1,2,4
4,2,8,0,296.0,0,16,9
4,3,21,0,550.0,0,3,8
4,6,18,1,1069.0,1,2,23
4,4,19,0,109.0,0,17,16
7,1,6,0,406.0,0,7,30
2,7,14,1,88.0,0,4,23
4,7,17,1,632.0,0,4,23
2,4,12,0,1747.0,0,7,0
7,4,12,0,551.0,0,15,23
4,7,13,1,675.0,0,16,24
7,5,10,1,1121.0,0,3,8
7,4,15,0,227.0,0,8,0
4,2,15,0,1196.0,0,18,1
7,7,19,1,1069.0,1,14,11
4,7,7,1,1005.0,0,20,22
2,1,8,0,2475.0,0,3,16
7,2,8,0,867.0,0,3,3
4,3,7,0,90.0,0,17,23
2,7,9,1,1607.0,0,18,23
7,4,10,0,82.0,0,1,23
4,2,19,0,157.0,0,15,23
7,4,18,0,272.0,0,18,2
7,5,12,1,660.0,0,16,23
7,5,12,1,491.0,1,16,23
2,3,18,0,759.0,0,3,18
7,4,18,0,594.0,0,9,0
7,2,9,0,1299.0,0,7,15
7,1,12,0,1085.0,1,20,20
7,7,7,1,623.0,0,17,23
5,7,7,1,140.0,0,20,1
4,5,19,1,1826.0,1,14,14
5,3,15,0,1032.0,0,3,1
5,6,10,1,1514.0,0,3,22
4,4,17,0,1201.0,0,20,7
4,2,13,0,223.0,1,0,22
4,6,17,1,292.0,0,16,23
7,3,12,0,515.0,1,16,12
7,3,10,0,475.0,0,0,22
2,1,18,0,91.0,0,5,5
2,3,6,0,2153.0,0,3,14
7,4,6,0,1121.0,0,19,3
4,2,11,0,185.0,1,18,4
5,7,21,1,399.0,1,8,0
7,5,6,1,801.0,0,3,8
4,7,6,1,349.0,0,17,19
7,7,18,1,547.0,0,7,6
7,7,9,1,2537.0,1,1,23
7,5,12,1,2586.0,0,14,28
4,3,6,0,1342.0,0,18,4
7,2,22,0,2358.0,1,20,23
7,5,7,1,907.0,0,7,0
2,5,16,1,1754.0,1,20,7
4,4,7,0,834.0,1,1,16
4,7,15,1,821.0,0,2,23
4,1,19,0,1083.0,1,17,7
2,2,15,0,133.0,0,18,18
4,6,12,1,3329.0,0,20,7
7,4,16,0,350.0,1,3,5
7,6,14,1,1065.0,1,19,11
2,7,8,1,432.0,0,18,0
5,5,9,1,928.0,1,3,30
5,3,13,0,412.0,1,17,23
4,3,20,0,229.0,0,8,9
2,2,8,0,304.0,0,9,8
7,5,19,1,937.0,0,1,27
7,7,9,1,636.0,0,14,14
7,3,22,0,2106.0,0,19,15
7,3,19,0,366.0,1,3,5
7,2,16,0,191.0,0,4,23
7,5,16,1,86.0,0,17,28
4,3,19,0,414.0,0,18,15
5,3,16,0,746.0,1,7,10
7,6,6,1,226.0,0,18,23
7,6,13,1,1089.0,1,14,20
5,7,22,1,270.0,1,7,0
4,5,20,1,2454.0,0,20,10
5,7,8,1,649.0,0,18,7
4,2,7,0,443.0,0,8,23
5,3,22,0,129.0,0,7,27
2,1,8,0,408.0,0,17,21
7,3,17,0,1299.0,0,7,15
2,5,17,1,227.0,1,9,23
7,1,5,0,836.0,0,20,23
4,3,18,0,1075.0,0,18,30
2,4,11,0,208.0,0,8,0
5,1,18,0,501.0,0,7,23
7,5,14,1,551.0,0,18,25
7,5,17,1,310.0,1,5,23
7,3,13,0,349.0,0,18,7
4,7,10,1,1084.0,0,7,9
2,1,5,0,257.0,0,17,23
2,1,16,0,1045.0,0,3,23
5,7,22,1,488.0,1,5,5
2,6,9,1,1173.0,0,14,11
4,6,13,1,399.0,0,19,4
5,1,11,0,868.0,0,3,8
7,7,20,1,1416.0,0,15,17
5,3,8,0,626.0,0,7,29
5,5,9,1,67.0,0,0,22
2,7,13,1,460.0,1,3,8
2,7,15,1,745.0,0,18,19
5,2,7,0,153.0,0,7,23
7,3,15,0,639.0,0,18,23
4,6,9,1,197.0,0,18,30
2,7,8,1,937.0,0,18,23
4,1,14,0,1587.0,1,18,15
7,2,13,0,337.0,1,17,28
5,5,19,1,1076.0,1,18,15
2,3,10,0,300.0,0,17,23
7,5,17,1,338.0,0,3,25
4,6,7,1,1521.0,0,7,1
4,3,12,0,587.0,1,7,30
5,1,14,0,538.0,1,2,23
4,6,12,1,292.0,0,16,23
2,6,8,1,601.0,0,3,25
7,7,20,1,325.0,0,18,23
2,3,17,0,763.0,0,17,23
5,1,7,0,1046.0,0,14,23
2,7,8,1,1162.0,0,17,23
4,5,19,1,1057.0,0,18,23
5,1,8,0,819.0,0,18,7
2,7,7,1,413.0,0,16,23
4,6,12,1,221.0,0,5,23
2,4,6,0,680.0,0,14,23
4,3,8,0,1519.0,0,2,23
4,2,20,0,235.0,0,7,9
5,2,5,0,893.0,0,17,23
4,3,17,0,429.0,1,20,23
4,4,9,0,1337.0,0,3,5
7,5,15,1,1105.0,0,18,19
7,2,15,0,1047.0,0,14,17
7,5,11,1,954.0,0,2,23
5,6,8,1,482.0,0,17,8
7,2,8,0,226.0,0,18,15
4,3,14,0,621.0,0,18,4
2,4,7,0,1773.0,0,3,25
7,5,10,1,1448.0,0,1,23
5,7,20,1,270.0,0,7,23
4,5,8,1,1389.0,0,3,17
4,2,9,0,263.0,0,18,23
7,2,13,0,259.0,1,17,7
7,7,17,1,1162.0,1,17,7
7,6,20,1,1481.0,1,7,9
2,5,11,1,1846.0,0,1,28
2,6,9,1,1188.0,0,14,11
2,5,15,1,2402.0,0,3,16
4,5,7,1,1744.0,0,3,16
5,2,17,0,401.0,0,0,12
2,7,10,1,1104.0,0,2,15
2,1,17,0,717.0,0,9,22
2,6,6,1,1013.0,0,19,24
5,3,20,0,413.0,1,4,5
5,1,15,0,1020.0,0,3,23
7,7,12,1,480.0,1,18,26
2,4,7,0,479.0,0,13,23
2,2,12,0,1069.0,1,14,14
5,4,10,0,356.0,0,5,6
7,4,15,0,290.0,0,17,23
2,7,11,1,391.0,0,17,23
5,2,10,0,445.0,0,18,23
2,3,19,0,1249.0,0,7,23
7,7,17,1,419.0,1,8,17
7,1,15,0,1050.0,0,1,26
4,3,6,0,2105.0,0,7,3
5,3,7,0,594.0,1,7,0
2,3,7,0,551.0,1,3,23
2,2,14,0,977.0,0,20,1
5,7,15,1,130.0,0,4,24
5,3,10,0,287.0,1,17,9
7,5,20,1,754.0,1,9,5
5,4,7,0,523.0,1,5,23
4,3,6,0,551.0,0,3,23
2,5,8,1,659.0,1,16,17
5,2,10,0,660.0,0,2,11
4,6,7,1,2541.0,0,18,26
2,7,10,1,826.0,0,20,7
4,2,16,0,660.0,0,16,23
7,6,14,1,1212.0,0,3,8
7,5,21,1,799.0,1,16,10
5,3,10,0,304.0,0,3,8
2,3,10,0,666.0,0,19,0
7,4,14,0,604.0,0,18,23
5,2,8,0,612.0,0,17,22
2,1,18,0,2077.0,0,3,5
5,1,10,0,507.0,0,7,25
2,2,21,0,159.0,1,18,4
5,6,6,1,325.0,0,3,23
7,4,11,0,290.0,0,7,29
4,1,8,0,610.0,1,17,9
2,5,8,1,1089.0,0,3,20
5,3,18,0,1218.0,0,18,6
5,4,12,0,692.0,0,8,23
4,4,13,0,1487.0,0,7,11
7,6,17,1,723.0,0,20,23
4,6,16,1,651.0,1,18,25
4,5,23,1,2367.0,1,20,23
7,4,16,0,793.0,0,18,11
4,1,15,0,787.0,0,18,4
7,6,9,1,374.0,0,6,13
4,5,7,1,1416.0,0,15,17
5,5,18,1,966.0,0,20,11
2,4,6,0,577.0,0,18,12
5,4,7,0,224.0,0,13,27
4,7,20,1,352.0,0,13,27
7,1,21,0,763.0,1,18,15
7,7,21,1,1517.0,0,7,21
7,4,20,0,417.0,1,18,23
7,5,6,1,495.0,0,17,23
7,7,17,1,490.0,0,5,23
5,7,19,1,533.0,0,10,23
7,3,13,0,214.0,0,7,0
5,3,7,0,163.0,0,12,23
4,4,6,0,495.0,0,18,7
4,2,12,0,414.0,1,18,28
5,2,20,0,562.0,0,18,2
4,6,10,1,1773.0,0,3,5
7,6,11,1,581.0,0,18,11
4,1,6,0,1389.0,0,7,8
5,3,19,0,432.0,0,7,23
7,1,17,0,978.0,0,7,23
7,4,16,0,1476.0,0,1,23
5,5,8,1,212.0,1,5,23
4,2,13,0,646.0,0,7,23
4,1,0,0,1055.0,1,10,15
4,2,10,0,300.0,0,8,23
7,2,15,0,266.0,0,17,16
5,4,22,0,223.0,0,7,21
5,5,8,1,801.0,0,20,22
7,3,7,0,2556.0,0,3,23
7,5,17,1,516.0,0,17,23
2,7,11,1,1620.0,0,20,7
7,4,10,0,878.0,0,2,23
4,7,17,1,1197.0,1,14,3
7,1,7,0,907.0,0,7,21
2,1,11,0,689.0,0,7,27
7,6,11,1,639.0,0,17,7
7,3,10,0,814.0,1,18,23
4,2,16,0,232.0,0,8,23
4,4,12,0,641.0,0,3,8
7,6,15,1,1587.0,0,3,25
7,6,13,1,175.0,0,15,8
5,7,9,1,84.0,0,12,23
2,2,17,0,189.0,0,18,1
2,2,18,0,296.0,0,16,23
4,7,21,1,1199.0,1,18,0
2,4,10,0,468.0,0,3,18
4,6,20,1,1008.0,0,16,21
2,6,15,1,102.0,1,18,23
7,5,20,1,475.0,0,9,22
5,4,6,0,895.0,1,2,23
2,6,8,1,325.0,0,18,23
4,2,13,0,421.0,0,17,23
2,1,18,0,1416.0,0,16,13
7,6,18,1,651.0,0,3,23
5,4,20,0,192.0,1,6,13
4,6,17,1,660.0,1,2,11
7,5,8,1,1572.0,0,7,23
7,1,17,0,1590.0,0,7,29
5,4,17,0,680.0,0,20,7
7,6,9,1,646.0,0,5,5
2,3,9,0,337.0,1,17,16
4,2,19,0,302.0,0,18,23
5,4,5,0,397.0,0,18,15
2,6,5,1,386.0,0,17,23
2,4,14,0,2311.0,0,3,16
4,4,16,0,1919.0,0,7,0
2,7,7,1,1931.0,0,7,18
5,7,12,1,1916.0,0,3,15
5,7,11,1,257.0,1,17,21
2,2,6,0,142.0,0,5,23
7,7,10,1,323.0,0,16,6
4,1,5,0,1199.0,1,7,7
5,2,8,0,288.0,0,0,12
5,5,10,1,333.0,0,18,23
4,2,11,0,337.0,0,17,28
5,4,9,0,181.0,0,18,23
7,6,13,1,912.0,0,18,23
7,7,13,1,701.0,0,18,23
5,3,5,0,489.0,0,17,23
2,6,6,1,240.0,0,7,23
4,7,18,1,1035.0,1,18,23
4,6,23,1,2367.0,0,20,23
7,4,21,0,964.0,0,19,20
4,1,14,0,621.0,0,18,25
4,6,7,1,571.0,0,1,23
2,2,12,0,1005.0,1,18,18
4,6,14,1,984.0,0,17,23
4,4,11,0,636.0,0,8,23
7,5,10,1,528.0,0,18,23
2,7,14,1,399.0,0,16,6
4,2,10,0,261.0,0,17,25
5,7,13,1,679.0,0,7,28
4,1,14,0,298.0,1,5,6
2,1,10,0,200.0,0,20,3
5,7,23,1,99.0,0,13,27
7,7,10,1,1235.0,0,19,13
4,3,18,0,214.0,0,7,2
4,4,7,0,463.0,0,17,23
7,4,18,0,1117.0,0,15,13
2,1,15,0,228.0,0,17,21
7,4,16,0,2077.0,0,3,5
4,3,16,0,733.0,1,3,23
2,6,17,1,221.0,0,17,29
5,2,14,0,2607.0,0,1,23
4,3,17,0,411.0,0,17,29
5,2,21,0,2139.0,1,7,0
